filename,width,height,class,xmin,ymin,xmax,ymax
DSCF1013.jpg,3648,2736,green,1217,1690,1706,1891
DSCF1013.jpg,3648,2736,yellow,1774,1619,2249,1843
DSCF1013.jpg,3648,2736,white,2313,1566,2773,1794
DSCF1013.jpg,3648,2736,gray,1284,1832,1781,2063
DSCF1013.jpg,3648,2736,blue,1879,1798,2365,2026
DSCF1013.jpg,3648,2736,red,2429,1742,2904,1970
DSCF1015.jpg,3648,2736,white,641,1342,1822,2234
DSCF1015.jpg,3648,2736,red,2053,1022,3175,1757
DSCF1016.jpg,3648,2736,gray,1067,1843,2181,2456
DSCF1016.jpg,3648,2736,red,1954,1278,2975,1839
DSCF1016.jpg,3648,2736,white,2392,717,3356,1352
DSCF1017.jpg,3648,2736,gray,1834,698,2623,1120
DSCF1021.jpg,3648,2736,blue,1991,755,2914,1301
DSCF1023.jpg,3648,2736,yellow,1909,1166,2694,1618
DSCF1025.jpg,3648,2736,red,985,1570,2237,2280
DSCF1029.jpg,3648,2736,red,129,1648,1400,2381
DSCF1029.jpg,3648,2736,yellow,1456,1076,2578,1910
DSCF1029.jpg,3648,2736,green,2552,826,3610,1630
DSCF1032.jpg,3648,2736,blue,144,1200,1127,1667
DSCF1032.jpg,3648,2736,red,2339,1125,3255,1581
DSCF1037.jpg,3648,2736,green,1210,1712,2679,2355
DSCF1038.jpg,3648,2736,yellow,1210,1764,2964,2560
DSCF1040.jpg,3648,2736,yellow,462,1813,1438,2359
DSCF1040.jpg,3648,2736,green,1445,1791,2316,2273
DSCF1040.jpg,3648,2736,gray,2305,1779,3090,2242
DSCF1042.jpg,3648,2736,blue,2021,1682,3034,2186
DSCF1044.jpg,3648,2736,red,1460,1200,2406,1723
DSCF1048.jpg,3648,2736,gray,443,1230,1108,1544
DSCF1048.jpg,3648,2736,blue,1498,1181,2163,1476
DSCF1048.jpg,3648,2736,white,2511,1099,3214,1409
DSCF1049.jpg,3648,2736,gray,480,998,1269,1386
DSCF1049.jpg,3648,2736,blue,1718,1192,2458,1588
DSCF1049.jpg,3648,2736,white,2758,1364,3464,1711
DSCF1050.jpg,3648,2736,blue,454,766,1258,1132
DSCF1050.jpg,3648,2736,white,1767,807,2559,1173
DSCF1053.jpg,3648,2736,green,925,1536,1931,2052
DSCF1053.jpg,3648,2736,red,2010,1510,3023,2033
DSCF1056.jpg,3648,2736,yellow,469,957,1703,1589
DSCF1056.jpg,3648,2736,red,1700,953,2919,1615
DSCF1059.jpg,3648,2736,yellow,1221,994,2324,1700
DSCF1061.jpg,3648,2736,red,488,1648,1849,2440
DSCF1061.jpg,3648,2736,yellow,1191,1203,2335,1835
DSCF1064.jpg,3648,2736,white,2399,358,3210,877
DSCF1064.jpg,3648,2736,yellow,585,740,1512,1319
DSCF1065.jpg,3648,2736,blue,705,1031,1516,1337
DSCF1065.jpg,3648,2736,green,2193,908,2959,1214
DSCF1066.jpg,3648,2736,green,1019,1121,1737,1453
DSCF1066.jpg,3648,2736,blue,2025,1121,2720,1442
DSCF1068.jpg,3648,2736,blue,750,343,2066,844
DSCF1068.jpg,3648,2736,green,2459,1533,3416,2060
DSCF1070.jpg,3648,2736,yellow,1617,1413,2645,1996
DSCF1070.jpg,3648,2736,red,1528,990,2406,1513
DSCF1072.jpg,3648,2736,white,746,1211,1662,1760
DSCF1072.jpg,3648,2736,yellow,1905,1465,2873,1999
DSCF1074.jpg,3648,2736,yellow,1127,1319,2869,2283
DSCF1077.jpg,3648,2736,red,308,1282,1418,1902
DSCF1077.jpg,3648,2736,green,1700,1342,2833,1966
DSCF1081.jpg,3648,2736,gray,1475,1282,2189,1678
DSCF1082.jpg,3648,2736,blue,996,579,1953,1113
DSCF1082.jpg,3648,2736,gray,2118,601,3064,1143
DSCF1086.jpg,3648,2736,gray,716,975,1325,1307
DSCF1086.jpg,3648,2736,yellow,1471,971,2073,1307
DSCF1086.jpg,3648,2736,green,2175,1005,2769,1349
DSCF1086.jpg,3648,2736,white,2878,990,3480,1349
DSCF1088.jpg,3648,2736,blue,1232,440,2021,862
DSCF1088.jpg,3648,2736,yellow,1326,1525,1980,1895
DSCF1090.jpg,3648,2736,green,1920,784,2593,1154
DSCF1092.jpg,3648,2736,gray,424,1293,1291,1831
DSCF1092.jpg,3648,2736,blue,1636,1521,2526,2037
DSCF1092.jpg,3648,2736,white,2481,1028,3232,1532
DSCF1094.jpg,3648,2736,gray,1378,1035,2369,1618
DSCF1097.jpg,3648,2736,blue,1326,642,2481,1277
DSCF1099.jpg,3648,2736,red,1112,556,2226,1120
DSCF1101.jpg,3648,2736,yellow,1015,1072,1931,1576
DSCF1103.jpg,3648,2736,red,1475,541,2166,900
DSCF1103.jpg,3648,2736,blue,1168,1880,2017,2396
DSCF1104.jpg,3648,2736,blue,1715,493,2399,822
DSCF1104.jpg,3648,2736,green,1632,1783,2406,2209
DSCF1105.jpg,3648,2736,yellow,1090,1016,2402,1771
DSCF1106.jpg,3648,2736,yellow,1202,1076,2357,1700
DSCF1109.jpg,3648,2736,white,1053,878,2231,1528
DSCF1110.jpg,3648,2736,white,686,743,1845,1397
DSCF1110.jpg,3648,2736,green,1920,792,3094,1435
DSCF1111.jpg,3648,2736,red,1890,867,2914,1443
DSCF1111.jpg,3648,2736,yellow,671,874,1714,1457
DSCF1114.jpg,3648,2736,red,1535,1177,2529,1685
DSCF1116.jpg,3648,2736,blue,1539,1458,2537,1981
DSCF1120.jpg,3648,2736,white,1236,1274,2560,1980
DSCF1122.jpg,3648,2736,blue,1479,949,2488,1491
DSCF1125.jpg,3648,2736,green,978,930,1632,1345
DSCF1125.jpg,3648,2736,red,1198,1394,2013,1876
DSCF1125.jpg,3648,2736,yellow,2406,1252,3198,1712
DSCF1129.jpg,3648,2736,red,1408,1772,2200,2273
DSCF1130.jpg,3648,2736,green,1516,1708,2271,2179
DSCF1132.jpg,3648,2736,green,2751,1005,3240,1255
DSCF1132.jpg,3648,2736,gray,2283,1278,3176,1801
DSCF1132.jpg,3648,2736,blue,174,1663,1580,2403
DSCF1133.jpg,3648,2736,green,1352,1192,2492,2033
aug0_DSCF1013.jpg,3648,2736,green,1289,1706,1807,1996
aug0_DSCF1013.jpg,3648,2736,yellow,1823,1534,2331,1844
aug0_DSCF1013.jpg,3648,2736,white,2342,1383,2837,1694
aug0_DSCF1013.jpg,3648,2736,gray,1382,1832,1914,2153
aug0_DSCF1013.jpg,3648,2736,blue,1960,1688,2480,2004
aug0_DSCF1013.jpg,3648,2736,red,2489,1531,2999,1844
aug0_DSCF1015.jpg,3648,2736,white,1825,1342,3006,2234
aug0_DSCF1015.jpg,3648,2736,red,472,1022,1594,1757
aug0_DSCF1016.jpg,3648,2736,gray,1466,1843,2580,2456
aug0_DSCF1016.jpg,3648,2736,red,672,1278,1693,1839
aug0_DSCF1016.jpg,3648,2736,white,291,717,1255,1352
aug0_DSCF1017.jpg,3648,2736,gray,1839,402,2976,1011
aug0_DSCF1021.jpg,3648,2736,blue,1886,581,2887,1274
aug0_DSCF1023.jpg,3648,2736,yellow,1879,1236,2392,1531
aug0_DSCF1025.jpg,3648,2736,red,1310,1569,2640,2275
aug0_DSCF1029.jpg,3648,2736,red,254,1627,1431,2306
aug0_DSCF1029.jpg,3648,2736,yellow,1483,1098,2522,1870
aug0_DSCF1029.jpg,3648,2736,green,2498,866,3478,1611
aug0_DSCF1032.jpg,3648,2736,blue,377,1223,1224,1625
aug0_DSCF1032.jpg,3648,2736,red,2267,1159,3056,1551
aug0_DSCF1037.jpg,3648,2736,green,1458,1573,2334,1956
aug0_DSCF1038.jpg,3648,2736,yellow,1301,1753,3238,2528
aug0_DSCF1040.jpg,3648,2736,yellow,477,1808,1442,2348
aug0_DSCF1040.jpg,3648,2736,green,1449,1786,2311,2263
aug0_DSCF1040.jpg,3648,2736,gray,2300,1774,3076,2232
aug0_DSCF1042.jpg,3648,2736,blue,2021,1682,3034,2186
aug0_DSCF1044.jpg,3648,2736,red,1241,1200,2187,1723
aug0_DSCF1048.jpg,3648,2736,gray,412,1232,1132,1541
aug0_DSCF1048.jpg,3648,2736,blue,1479,1184,2195,1474
aug0_DSCF1048.jpg,3648,2736,white,2504,1103,3261,1408
aug0_DSCF1049.jpg,3648,2736,gray,0,838,1028,1394
aug0_DSCF1049.jpg,3648,2736,blue,1672,1116,2733,1684
aug0_DSCF1049.jpg,3648,2736,white,3164,1362,3648,1860
aug0_DSCF1050.jpg,3648,2736,blue,454,766,1258,1132
aug0_DSCF1050.jpg,3648,2736,white,1767,807,2559,1173
aug0_DSCF1053.jpg,3648,2736,green,1716,1536,2722,2052
aug0_DSCF1053.jpg,3648,2736,red,624,1510,1637,2033
aug0_DSCF1056.jpg,3648,2736,yellow,165,1147,1973,2736
aug0_DSCF1056.jpg,3648,2736,red,1238,0,3068,1726
aug0_DSCF1059.jpg,3648,2736,yellow,1124,1007,2410,1689
aug0_DSCF1061.jpg,3648,2736,red,720,1600,1850,2255
aug0_DSCF1061.jpg,3648,2736,yellow,1300,1231,2249,1754
aug0_DSCF1064.jpg,3648,2736,white,504,368,1387,882
aug0_DSCF1064.jpg,3648,2736,yellow,2142,746,3148,1319
aug0_DSCF1065.jpg,3648,2736,blue,2050,1041,2935,1338
aug0_DSCF1065.jpg,3648,2736,green,578,921,1417,1218
aug0_DSCF1066.jpg,3648,2736,green,1019,1121,1737,1453
aug0_DSCF1066.jpg,3648,2736,blue,2025,1121,2720,1442
aug0_DSCF1068.jpg,3648,2736,blue,750,343,2066,844
aug0_DSCF1068.jpg,3648,2736,green,2459,1533,3416,2060
aug0_DSCF1070.jpg,3648,2736,yellow,1621,1413,2695,1994
aug0_DSCF1070.jpg,3648,2736,red,1498,991,2418,1513
aug0_DSCF1072.jpg,3648,2736,white,746,1211,1662,1760
aug0_DSCF1072.jpg,3648,2736,yellow,1905,1465,2873,1999
aug0_DSCF1074.jpg,3648,2736,yellow,678,753,2422,2736
aug0_DSCF1077.jpg,3648,2736,red,308,1282,1418,1902
aug0_DSCF1077.jpg,3648,2736,green,1700,1342,2833,1966
aug0_DSCF1081.jpg,3648,2736,gray,1443,1244,2196,1716
aug0_DSCF1082.jpg,3648,2736,blue,796,605,1888,1121
aug0_DSCF1082.jpg,3648,2736,gray,1924,626,3007,1150
aug0_DSCF1086.jpg,3648,2736,gray,872,1030,1395,1315
aug0_DSCF1086.jpg,3648,2736,yellow,1521,1027,2038,1315
aug0_DSCF1086.jpg,3648,2736,green,2126,1056,2636,1352
aug0_DSCF1086.jpg,3648,2736,white,2730,1043,3247,1352
aug0_DSCF1088.jpg,3648,2736,blue,1466,351,2317,905
aug0_DSCF1088.jpg,3648,2736,yellow,1697,1435,2406,1914
aug0_DSCF1090.jpg,3648,2736,green,1054,784,1727,1154
aug0_DSCF1092.jpg,3648,2736,gray,0,1259,1045,2045
aug0_DSCF1092.jpg,3648,2736,blue,1549,1592,2851,2347
aug0_DSCF1092.jpg,3648,2736,white,2785,871,3648,1608
aug0_DSCF1094.jpg,3648,2736,gray,1386,1101,2181,1568
aug0_DSCF1097.jpg,3648,2736,blue,1335,645,2549,1277
aug0_DSCF1099.jpg,3648,2736,red,1112,556,2226,1120
aug0_DSCF1101.jpg,3648,2736,yellow,870,1019,1950,1613
aug0_DSCF1103.jpg,3648,2736,red,1481,541,2172,900
aug0_DSCF1103.jpg,3648,2736,blue,1630,1880,2479,2396
aug0_DSCF1104.jpg,3648,2736,blue,1242,321,1992,978
aug0_DSCF1104.jpg,3648,2736,green,1899,1383,2778,2171
aug0_DSCF1105.jpg,3648,2736,yellow,735,846,2682,1966
aug0_DSCF1106.jpg,3648,2736,yellow,1106,976,2659,1814
aug0_DSCF1109.jpg,3648,2736,white,1379,891,2708,1524
aug0_DSCF1110.jpg,3648,2736,white,656,744,1846,1399
aug0_DSCF1110.jpg,3648,2736,green,1892,790,3097,1435
aug0_DSCF1111.jpg,3648,2736,red,1862,1078,2454,1411
aug0_DSCF1111.jpg,3648,2736,yellow,1157,1082,1760,1419
aug0_DSCF1114.jpg,3648,2736,red,1479,868,2595,1783
aug0_DSCF1116.jpg,3648,2736,blue,1341,1429,2016,1783
aug0_DSCF1120.jpg,3648,2736,white,1139,1275,2575,1972
aug0_DSCF1122.jpg,3648,2736,blue,1472,950,2511,1491
aug0_DSCF1125.jpg,3648,2736,green,2021,947,2788,1346
aug0_DSCF1125.jpg,3648,2736,red,1495,1393,2442,1857
aug0_DSCF1125.jpg,3648,2736,yellow,355,1256,1272,1699
aug0_DSCF1129.jpg,3648,2736,red,1879,1322,2391,1877
aug0_DSCF1130.jpg,3648,2736,green,1500,1614,2046,1954
aug0_DSCF1132.jpg,3648,2736,green,2781,1018,3337,1259
aug0_DSCF1132.jpg,3648,2736,gray,2167,1281,3200,1785
aug0_DSCF1132.jpg,3648,2736,blue,0,1652,1501,2365
aug0_DSCF1133.jpg,3648,2736,green,1155,1192,2295,2033
aug1_DSCF1013.jpg,3648,2736,green,1500,1539,1761,1647
aug1_DSCF1013.jpg,3648,2736,yellow,1797,1502,2050,1621
aug1_DSCF1013.jpg,3648,2736,white,2084,1473,2330,1595
aug1_DSCF1013.jpg,3648,2736,gray,1536,1615,1801,1738
aug1_DSCF1013.jpg,3648,2736,blue,1853,1597,2112,1718
aug1_DSCF1013.jpg,3648,2736,red,2146,1567,2399,1689
aug1_DSCF1015.jpg,3648,2736,white,637,1342,1972,2221
aug1_DSCF1015.jpg,3648,2736,red,1993,1027,3242,1751
aug1_DSCF1016.jpg,3648,2736,gray,1115,1841,2290,2450
aug1_DSCF1016.jpg,3648,2736,red,1945,1278,3022,1837
aug1_DSCF1016.jpg,3648,2736,white,2327,720,3354,1352
aug1_DSCF1017.jpg,3648,2736,gray,1024,698,1813,1120
aug1_DSCF1021.jpg,3648,2736,blue,738,757,1702,1301
aug1_DSCF1023.jpg,3648,2736,yellow,1139,1209,1756,1565
aug1_DSCF1025.jpg,3648,2736,red,1410,1570,2662,2280
aug1_DSCF1029.jpg,3648,2736,red,129,1648,1400,2381
aug1_DSCF1029.jpg,3648,2736,yellow,1456,1076,2578,1910
aug1_DSCF1029.jpg,3648,2736,green,2552,826,3610,1630
aug1_DSCF1032.jpg,3648,2736,blue,144,1200,1127,1667
aug1_DSCF1032.jpg,3648,2736,red,2339,1125,3255,1581
aug1_DSCF1037.jpg,3648,2736,green,1027,1839,3131,2718
aug1_DSCF1038.jpg,3648,2736,yellow,961,1618,2848,2736
aug1_DSCF1040.jpg,3648,2736,yellow,445,1818,1433,2371
aug1_DSCF1040.jpg,3648,2736,green,1440,1796,2322,2284
aug1_DSCF1040.jpg,3648,2736,gray,2311,1784,3106,2253
aug1_DSCF1042.jpg,3648,2736,blue,2015,1683,3032,2194
aug1_DSCF1044.jpg,3648,2736,red,1143,951,2223,1850
aug1_DSCF1048.jpg,3648,2736,gray,434,975,1146,1408
aug1_DSCF1048.jpg,3648,2736,blue,1483,1124,2192,1537
